ThreatCount,CompName,MITREID,Technique,Tactic,Matrix,Likelihood,Impact,Detectability,Risk,Rating,Rec.Mitigations
4059,Radar,T1560.002,Archive via Library,collection,Enterprise,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,[]
4060,Radar,T1560.001,Archive via Utility,collection,Enterprise,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,['Audit']
4061,Radar,T1560,Archive Collected Data,collection,Enterprise,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,['Audit']
4062,Radar,T1499.004,Application or System Exploitation,impact,Enterprise,"3,887042775","0,446832579",1,"1,7368573478365668",Low,['Filter Network Traffic']
4063,Radar,T1499.003,Application Exhaustion Flood,impact,Enterprise,"3,887042775","0,446832579",1,"1,7368573478365668",Low,['Filter Network Traffic']
4064,Radar,T1499.002,Service Exhaustion Flood,impact,Enterprise,"3,887042775","0,446832579",1,"1,7368573478365668",Low,['Filter Network Traffic']
4065,Radar,T1499.001,OS Exhaustion Flood,impact,Enterprise,"3,887042775","0,446832579",1,"1,7368573478365668",Low,['Filter Network Traffic']
4066,Radar,T1491.002,External Defacement,impact,Enterprise,"1,4372259","0,628650762",1,"0,9035131572011359",Low,['Data Backup']
4067,Radar,T1491.001,Internal Defacement,impact,Enterprise,"1,4372259","0,628650762",1,"0,9035131572011359",Low,['Data Backup']
4068,Radar,T1114.003,Email Forwarding Rule,collection,Enterprise,"1,4372259","0,18181818300000002",1,"0,26131380169853974",Low,"['Encrypt Sensitive Information', 'Audit', 'Disable or Remove Feature or Program']"
4069,Radar,T1114.002,Remote Email Collection,collection,Enterprise,"1,4372259","0,18181818300000002",1,"0,26131380169853974",Low,"['Encrypt Sensitive Information', 'Multi-factor Authentication']"
4070,Radar,T1114.001,Local Email Collection,collection,Enterprise,"1,04832948","0,18181818300000002",1,"0,19060536123893487",Low,['Encrypt Sensitive Information']
4071,Radar,T1134.005,SID-History Injection,defense-evasion,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,['Active Directory Configuration']
4072,Radar,T1134.005,SID-History Injection,privilege-escalation,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,['Active Directory Configuration']
4073,Radar,T1134.004,Parent PID Spoofing,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4074,Radar,T1134.004,Parent PID Spoofing,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4075,Radar,T1134.003,Make and Impersonate Token,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['User Account Management', 'Privileged Account Management']"
4076,Radar,T1134.003,Make and Impersonate Token,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['User Account Management', 'Privileged Account Management']"
4077,Radar,T1134.002,Create Process with Token,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['User Account Management', 'Privileged Account Management']"
4078,Radar,T1134.002,Create Process with Token,privilege-escalation,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['User Account Management', 'Privileged Account Management']"
4079,Radar,T1134.001,Token Impersonation/Theft,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['User Account Management', 'Privileged Account Management']"
4080,Radar,T1134.001,Token Impersonation/Theft,privilege-escalation,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['User Account Management', 'Privileged Account Management']"
4081,Radar,T1213.002,Sharepoint,collection,Enterprise,"1,04832948","0,18181818300000002",1,"0,19060536123893487",Low,"['Audit', 'User Training', 'User Account Management']"
4082,Radar,T1555.003,Credentials from Web Browsers,credential-access,Enterprise,"1,83457659","0,18181818300000002","0,30000000000000004","0,10006781465044082",Low,['Password Policies']
4083,Radar,T1559.002,Dynamic Data Exchange,execution,Enterprise,"1,62014556","0,37865076200000003",1,"0,6134693508449168",Low,"['Software Configuration', 'Behavior Prevention on Endpoint', 'Application Isolation and Sandboxing', 'Disable or Remove Feature or Program']"
4084,Radar,T1559.001,Component Object Model,execution,Enterprise,"2,2211673","0,37865076200000003",1,"0,8410466906744826",Low,"['Application Isolation and Sandboxing', 'Privileged Account Management']"
4085,Radar,T1559,Inter-Process Communication,execution,Enterprise,"1,62014556","0,37865076200000003",1,"0,6134693508449168",Low,"['Application Isolation and Sandboxing', 'Disable or Remove Feature or Program', 'Software Configuration', 'Application Developer Guidance', 'Privileged Account Management', 'Behavior Prevention on Endpoint']"
4086,Radar,T1558.002,Silver Ticket,credential-access,Enterprise,"1,83457659","0,18181818300000002","0,30000000000000004","0,10006781465044082",Low,"['Encrypt Sensitive Information', 'Password Policies', 'Privileged Account Management']"
4087,Radar,T1558.001,Golden Ticket,credential-access,Enterprise,"1,83457659","0,18181818300000002",1,"0,333559382168136",Low,"['Active Directory Configuration', 'Privileged Account Management']"
4088,Radar,T1558,Steal or Forge Kerberos Tickets,credential-access,Enterprise,"1,83457659","0,18181818300000002","0,30000000000000004","0,10006781465044082",Low,"['Encrypt Sensitive Information', 'Password Policies', 'Active Directory Configuration', 'Privileged Account Management']"
4089,Radar,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,credential-access,Enterprise,"1,4372259","0,18181818300000002","0,19999999999999996","0,052262760339707934",Low,"['Network Intrusion Prevention', 'Network Segmentation', 'Filter Network Traffic', 'Disable or Remove Feature or Program']"
4090,Radar,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,collection,Enterprise,"1,4372259","0,18181818300000002","0,19999999999999996","0,052262760339707934",Low,"['Network Intrusion Prevention', 'Network Segmentation', 'Filter Network Traffic', 'Disable or Remove Feature or Program']"
4091,Radar,T1557,Adversary-in-the-Middle,credential-access,Enterprise,"1,04832948","0,18181818300000002","0,19999999999999996","0,03812107224778696",Low,"['Limit Access to Resource Over Network', 'Disable or Remove Feature or Program', 'Filter Network Traffic', 'Encrypt Sensitive Information', 'Network Intrusion Prevention', 'User Training', 'Network Segmentation']"
4092,Radar,T1557,Adversary-in-the-Middle,collection,Enterprise,"1,04832948","0,18181818300000002","0,19999999999999996","0,03812107224778696",Low,"['Limit Access to Resource Over Network', 'Disable or Remove Feature or Program', 'Filter Network Traffic', 'Encrypt Sensitive Information', 'Network Intrusion Prevention', 'User Training', 'Network Segmentation']"
4093,Radar,T1556.002,Password Filter DLL,credential-access,Enterprise,"0,45653058","0,18181818300000002",1,"0,08300556053953616",Low,['Operating System Configuration']
4094,Radar,T1556.002,Password Filter DLL,defense-evasion,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Operating System Configuration']
4095,Radar,T1556.002,Password Filter DLL,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Operating System Configuration']
4096,Radar,T1556.001,Domain Controller Authentication,credential-access,Enterprise,"0,798928515","0,18181818300000002",1,"0,14525973094418826",Low,"['Multi-factor Authentication', 'Privileged Process Integrity', 'Privileged Account Management']"
4097,Radar,T1556.001,Domain Controller Authentication,defense-evasion,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,"['Multi-factor Authentication', 'Privileged Process Integrity', 'Privileged Account Management']"
4098,Radar,T1556.001,Domain Controller Authentication,persistence,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,"['Multi-factor Authentication', 'Privileged Process Integrity', 'Privileged Account Management']"
4099,Radar,T1556,Modify Authentication Process,credential-access,Enterprise,"1,4372259","0,18181818300000002","0,30000000000000004","0,07839414050956194",Low,"['Privileged Process Integrity', 'User Account Management', 'Operating System Configuration', 'Password Policies', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management', 'Multi-factor Authentication', 'Restrict File and Directory Permissions']"
4100,Radar,T1556,Modify Authentication Process,defense-evasion,Enterprise,"1,4372259","0,223416291","0,30000000000000004","0,09632990397214108",Low,"['Privileged Process Integrity', 'User Account Management', 'Operating System Configuration', 'Password Policies', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management', 'Multi-factor Authentication', 'Restrict File and Directory Permissions']"
4101,Radar,T1556,Modify Authentication Process,persistence,Enterprise,"1,4372259","0,223416291","0,30000000000000004","0,09632990397214108",Low,"['Privileged Process Integrity', 'User Account Management', 'Operating System Configuration', 'Password Policies', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management', 'Multi-factor Authentication', 'Restrict File and Directory Permissions']"
4102,Radar,T1056.004,Credential API Hooking,collection,Enterprise,"0,798928515","0,18181818300000002",1,"0,14525973094418826",Low,[]
4103,Radar,T1056.004,Credential API Hooking,credential-access,Enterprise,"0,798928515","0,18181818300000002",1,"0,14525973094418826",Low,[]
4104,Radar,T1056.003,Web Portal Capture,collection,Enterprise,"1,4372259","0,18181818300000002",1,"0,26131380169853974",Low,['Privileged Account Management']
4105,Radar,T1056.003,Web Portal Capture,credential-access,Enterprise,"1,4372259","0,18181818300000002",1,"0,26131380169853974",Low,['Privileged Account Management']
4106,Radar,T1056.002,GUI Input Capture,collection,Enterprise,"1,338161748","0,18181818300000002",1,"0,24330213758146393",Low,['User Training']
4107,Radar,T1056.002,GUI Input Capture,credential-access,Enterprise,"1,338161748","0,18181818300000002",1,"0,24330213758146393",Low,['User Training']
4108,Radar,T1056.001,Keylogging,collection,Enterprise,"1,83457659","0,18181818300000002",1,"0,333559382168136",Low,[]
4109,Radar,T1056.001,Keylogging,credential-access,Enterprise,"1,83457659","0,18181818300000002",1,"0,333559382168136",Low,[]
4110,Radar,T1555,Credentials from Password Stores,credential-access,Enterprise,"0,798928515","0,18181818300000002","0,30000000000000004","0,04357791928325649",Low,['Password Policies']
4111,Radar,T1003.006,DCSync,credential-access,Enterprise,"1,234707705","0,18181818300000002","0,30000000000000004","0,06734769343776002",Low,"['Password Policies', 'Active Directory Configuration', 'Privileged Account Management']"
4112,Radar,T1558.003,Kerberoasting,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Encrypt Sensitive Information', 'Password Policies', 'Privileged Account Management']"
4113,Radar,T1552.006,Group Policy Preferences,credential-access,Enterprise,"1,83457659","0,18181818300000002",1,"0,333559382168136",Low,"['Audit', 'Update Software', 'Active Directory Configuration']"
4114,Radar,T1003.003,NTDS,credential-access,Enterprise,"0,798928515","0,18181818300000002","0,30000000000000004","0,04357791928325649",Low,"['Encrypt Sensitive Information', 'Password Policies', 'User Training', 'Privileged Account Management']"
4115,Radar,T1003.002,Security Account Manager,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Password Policies', 'User Training', 'Operating System Configuration', 'Privileged Account Management']"
4116,Radar,T1003.001,LSASS Memory,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Privileged Process Integrity', 'Operating System Configuration', 'Credential Access Protection', 'Password Policies', 'Privileged Account Management', 'User Training', 'Behavior Prevention on Endpoint']"
4117,Radar,T1110.004,Credential Stuffing,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies', 'User Account Management']"
4118,Radar,T1110.003,Password Spraying,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies']"
4119,Radar,T1110.002,Password Cracking,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Multi-factor Authentication', 'Password Policies']"
4120,Radar,T1110.001,Password Guessing,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies', 'Update Software']"
4121,Radar,T1021.006,Windows Remote Management,lateral-movement,Enterprise,"1,83457659","0,18181818300000002","0,19999999999999996","0,06671187643362719",Low,"['Disable or Remove Feature or Program', 'Network Segmentation', 'Privileged Account Management']"
4122,Radar,T1021.005,VNC,lateral-movement,Enterprise,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,"['Limit Software Installation', 'Audit', 'Filter Network Traffic', 'Disable or Remove Feature or Program']"
4123,Radar,T1021.003,Distributed Component Object Model,lateral-movement,Enterprise,"2,515145325","0,18181818300000002","0,19999999999999996","0,0914598305944889",Low,"['Application Isolation and Sandboxing', 'Disable or Remove Feature or Program', 'Network Segmentation', 'Privileged Account Management']"
4124,Radar,T1021.002,SMB/Windows Admin Shares,lateral-movement,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Filter Network Traffic', 'Limit Access to Resource Over Network', 'Password Policies', 'Privileged Account Management']"
4125,Radar,T1021.001,Remote Desktop Protocol,lateral-movement,Enterprise,"1,83457659","0,18181818300000002","0,19999999999999996","0,06671187643362719",Low,"['Limit Access to Resource Over Network', 'User Account Management', 'Disable or Remove Feature or Program', 'Operating System Configuration', 'Audit', 'Privileged Account Management', 'Multi-factor Authentication', 'Network Segmentation']"
4126,Radar,T1554,Compromise Client Software Binary,persistence,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Code Signing']
4127,Radar,T1036.005,Match Legitimate Name or Location,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Restrict File and Directory Permissions', 'Code Signing', 'Execution Prevention']"
4128,Radar,T1036.004,Masquerade Task or Service,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4129,Radar,T1036.003,Rename System Utilities,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Restrict File and Directory Permissions']
4130,Radar,T1036.002,Right-to-Left Override,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,[]
4131,Radar,T1036.001,Invalid Code Signature,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Code Signing']
4132,Radar,T1553.003,SIP and Trust Provider Hijacking,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Restrict File and Directory Permissions', 'Restrict Registry Permissions', 'Execution Prevention']"
4133,Radar,T1553.002,Code Signing,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,[]
4134,Radar,T1553,Subvert Trust Controls,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Operating System Configuration', 'Software Configuration', 'Restrict Registry Permissions', 'Execution Prevention']"
4135,Radar,T1027.003,Steganography,defense-evasion,Enterprise,"2,515145325","0,223416291","0,19999999999999996","0,1123848879674979",Low,['Network Intrusion Prevention']
4136,Radar,T1027.002,Software Packing,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Antivirus/Antimalware']
4137,Radar,T1027.001,Binary Padding,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,[]
4138,Radar,T1222.001,Windows File and Directory Permissions Modification,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Restrict File and Directory Permissions', 'Privileged Account Management']"
4139,Radar,T1552.004,Private Keys,credential-access,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Encrypt Sensitive Information', 'Password Policies', 'Restrict File and Directory Permissions', 'Audit']"
4140,Radar,T1552.002,Credentials in Registry,credential-access,Enterprise,"1,83457659","0,18181818300000002","0,30000000000000004","0,10006781465044082",Low,"['Password Policies', 'Audit', 'Privileged Account Management']"
4141,Radar,T1552.001,Credentials In Files,credential-access,Enterprise,"1,83457659","0,18181818300000002","0,30000000000000004","0,10006781465044082",Low,"['Restrict File and Directory Permissions', 'Audit', 'User Training', 'Password Policies']"
4142,Radar,T1552,Unsecured Credentials,credential-access,Enterprise,"1,83457659","0,18181818300000002","0,30000000000000004","0,10006781465044082",Low,"['Restrict File and Directory Permissions', 'Limit Access to Resource Over Network', 'Operating System Configuration', 'Password Policies', 'Filter Network Traffic', 'Active Directory Configuration', 'Encrypt Sensitive Information', 'Audit', 'Update Software', 'Privileged Account Management', 'User Training']"
4143,Radar,T1216.001,PubPrn,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Behavior Prevention on Endpoint', 'Execution Prevention']"
4144,Radar,T1070.006,Timestomp,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4145,Radar,T1070.005,Network Share Connection Removal,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,[]
4146,Radar,T1070.004,File Deletion,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,[]
4147,Radar,T1070.003,Clear Command History,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Remote Data Storage', 'Environment Variable Permissions', 'Restrict File and Directory Permissions']"
4148,Radar,T1550.003,Pass the Ticket,defense-evasion,Enterprise,"2,515145325","0,223416291","0,30000000000000004","0,1685773319512469",Low,"['Password Policies', 'Active Directory Configuration', 'User Account Management', 'Privileged Account Management']"
4149,Radar,T1550.003,Pass the Ticket,lateral-movement,Enterprise,"2,515145325","0,18181818300000002","0,30000000000000004","0,13718974589173338",Low,"['Password Policies', 'Active Directory Configuration', 'User Account Management', 'Privileged Account Management']"
4150,Radar,T1550.002,Pass the Hash,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Update Software', 'User Account Management', 'Privileged Account Management', 'User Account Control']"
4151,Radar,T1550.002,Pass the Hash,lateral-movement,Enterprise,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,"['Update Software', 'User Account Management', 'Privileged Account Management', 'User Account Control']"
4152,Radar,T1550,Use Alternate Authentication Material,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['User Account Management', 'Privileged Account Management']"
4153,Radar,T1550,Use Alternate Authentication Material,lateral-movement,Enterprise,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,"['User Account Management', 'Privileged Account Management']"
4154,Radar,T1548.002,Bypass User Account Control,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Audit', 'Update Software', 'Privileged Account Management', 'User Account Control']"
4155,Radar,T1548.002,Bypass User Account Control,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Audit', 'Update Software', 'Privileged Account Management', 'User Account Control']"
4156,Radar,T1548,Abuse Elevation Control Mechanism,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Operating System Configuration', 'User Account Control', 'Execution Prevention', 'Audit', 'Privileged Account Management', 'Restrict File and Directory Permissions']"
4157,Radar,T1548,Abuse Elevation Control Mechanism,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Operating System Configuration', 'User Account Control', 'Execution Prevention', 'Audit', 'Privileged Account Management', 'Restrict File and Directory Permissions']"
4158,Radar,T1070.001,Clear Windows Event Logs,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Encrypt Sensitive Information', 'Remote Data Storage', 'Restrict File and Directory Permissions']"
4159,Radar,T1136.002,Domain Account,persistence,Enterprise,"0,798928515","0,223416291","0,19999999999999996","0,03569872911908756",Low,"['Multi-factor Authentication', 'Network Segmentation', 'Operating System Configuration', 'Privileged Account Management']"
4160,Radar,T1136.001,Local Account,persistence,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Multi-factor Authentication', 'Operating System Configuration', 'Privileged Account Management']"
4161,Radar,T1547.010,Port Monitors,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,[]
4162,Radar,T1547.010,Port Monitors,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,[]
4163,Radar,T1547.009,Shortcut Modification,persistence,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,['User Account Management']
4164,Radar,T1547.009,Shortcut Modification,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,['User Account Management']
4165,Radar,T1547.008,LSASS Driver,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Privileged Process Integrity', 'Restrict Library Loading', 'Credential Access Protection']"
4166,Radar,T1547.008,LSASS Driver,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Privileged Process Integrity', 'Restrict Library Loading', 'Credential Access Protection']"
4167,Radar,T1547.005,Security Support Provider,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Privileged Process Integrity']
4168,Radar,T1547.005,Security Support Provider,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Privileged Process Integrity']
4169,Radar,T1547.004,Winlogon Helper DLL,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['User Account Management', 'Execution Prevention']"
4170,Radar,T1547.004,Winlogon Helper DLL,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['User Account Management', 'Execution Prevention']"
4171,Radar,T1547.003,Time Providers,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Restrict File and Directory Permissions', 'Restrict Registry Permissions']"
4172,Radar,T1547.003,Time Providers,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Restrict File and Directory Permissions', 'Restrict Registry Permissions']"
4173,Radar,T1546.013,PowerShell Profile,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Restrict File and Directory Permissions', 'Software Configuration', 'Code Signing']"
4174,Radar,T1546.013,PowerShell Profile,persistence,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Restrict File and Directory Permissions', 'Software Configuration', 'Code Signing']"
4175,Radar,T1546.012,Image File Execution Options Injection,privilege-escalation,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,[]
4176,Radar,T1546.012,Image File Execution Options Injection,persistence,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,[]
4177,Radar,T1218.008,Odbcconf,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Disable or Remove Feature or Program', 'Execution Prevention']"
4178,Radar,T1546.011,Application Shimming,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Update Software', 'User Account Control']"
4179,Radar,T1546.011,Application Shimming,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Update Software', 'User Account Control']"
4180,Radar,T1547.002,Authentication Package,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Privileged Process Integrity']
4181,Radar,T1547.002,Authentication Package,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Privileged Process Integrity']
4182,Radar,T1546.010,AppInit DLLs,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Update Software', 'Execution Prevention']"
4183,Radar,T1546.010,AppInit DLLs,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Update Software', 'Execution Prevention']"
4184,Radar,T1546.009,AppCert DLLs,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Execution Prevention']
4185,Radar,T1546.009,AppCert DLLs,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Execution Prevention']
4186,Radar,T1218.007,Msiexec,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Disable or Remove Feature or Program', 'Privileged Account Management']"
4187,Radar,T1546.008,Accessibility Features,privilege-escalation,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,"['Limit Access to Resource Over Network', 'Operating System Configuration', 'Execution Prevention']"
4188,Radar,T1546.008,Accessibility Features,persistence,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,"['Limit Access to Resource Over Network', 'Operating System Configuration', 'Execution Prevention']"
4189,Radar,T1546.007,Netsh Helper DLL,privilege-escalation,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,[]
4190,Radar,T1546.007,Netsh Helper DLL,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,[]
4191,Radar,T1546.003,Windows Management Instrumentation Event Subscription,privilege-escalation,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,"['Behavior Prevention on Endpoint', 'User Account Management', 'Privileged Account Management']"
4192,Radar,T1546.003,Windows Management Instrumentation Event Subscription,persistence,Enterprise,"0,798928515","0,223416291",1,"0,17849364559543784",Low,"['Behavior Prevention on Endpoint', 'User Account Management', 'Privileged Account Management']"
4193,Radar,T1546.002,Screensaver,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Disable or Remove Feature or Program', 'Execution Prevention']"
4194,Radar,T1546.002,Screensaver,persistence,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Disable or Remove Feature or Program', 'Execution Prevention']"
4195,Radar,T1546.001,Change Default File Association,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4196,Radar,T1546.001,Change Default File Association,persistence,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4197,Radar,T1547.001,Registry Run Keys / Startup Folder,persistence,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4198,Radar,T1547.001,Registry Run Keys / Startup Folder,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4199,Radar,T1218.002,Control Panel,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Restrict File and Directory Permissions', 'Execution Prevention']"
4200,Radar,T1218.010,Regsvr32,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Exploit Protection']
4201,Radar,T1218.009,Regsvcs/Regasm,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Disable or Remove Feature or Program', 'Execution Prevention']"
4202,Radar,T1218.005,Mshta,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Disable or Remove Feature or Program', 'Execution Prevention']"
4203,Radar,T1218.004,InstallUtil,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Disable or Remove Feature or Program', 'Execution Prevention']"
4204,Radar,T1218.001,Compiled HTML File,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Restrict Web-Based Content', 'Execution Prevention']"
4205,Radar,T1218.003,CMSTP,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Disable or Remove Feature or Program', 'Execution Prevention']"
4206,Radar,T1218.011,Rundll32,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Exploit Protection']
4207,Radar,T1547,Boot or Logon Autostart Execution,persistence,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,[]
4208,Radar,T1547,Boot or Logon Autostart Execution,privilege-escalation,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,[]
4209,Radar,T1546,Event Triggered Execution,privilege-escalation,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,[]
4210,Radar,T1546,Event Triggered Execution,persistence,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,[]
