LocalID;Matrix;MITREID;Name;Tactics;Platforms;Technologies;Additions;PR;AV;AC;UI;CVSS
579;Enterprise;T1052;Exfiltration Over Physical Medium;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,2;0,77;0,85;0,9145983
580;Enterprise;T1049;System Network Connections Discovery;['discovery'];['Windows', 'IaaS', 'Linux', 'macOS', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
581;Enterprise;T1048;Exfiltration Over Alternative Protocol;['exfiltration'];['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace', 'Network'];;;0,85;0,55;0,44;0,85;1,4372259
582;Enterprise;T1047;Windows Management Instrumentation;['execution'];['Windows'];;;0,85;0,85;0,77;0,85;3,887042775
583;Enterprise;T1046;Network Service Discovery;['discovery'];['Windows', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
584;Enterprise;T1041;Exfiltration Over C2 Channel;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
585;Enterprise;T1040;Network Sniffing;['credential-access', 'discovery'];['Linux', 'macOS', 'Windows', 'Network', 'IaaS'];;;0,85;0,55;0,77;0,85;2,515145325
586;Enterprise;T1039;Data from Network Shared Drive;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
587;Enterprise;T1037;Boot or Logon Initialization Scripts;['persistence', 'privilege-escalation'];['macOS', 'Windows', 'Linux'];;;0,85;0,55;0,77;0,85;2,515145325
588;Enterprise;T1036;Masquerading;['defense-evasion'];['Linux', 'macOS', 'Windows', 'Containers'];;;0,85;0,55;0,44;0,85;1,4372259
589;Enterprise;T1033;System Owner/User Discovery;['discovery'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
590;Enterprise;T1030;Data Transfer Size Limits;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
591;Enterprise;T1029;Scheduled Transfer;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
592;Enterprise;T1027;Obfuscated Files or Information;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
593;Enterprise;T1025;Data from Removable Media;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
594;Enterprise;T1021;Remote Services;['lateral-movement'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
595;Enterprise;T1020;Automated Exfiltration;['exfiltration'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
596;Enterprise;T1018;Remote System Discovery;['discovery'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
597;Enterprise;T1016;System Network Configuration Discovery;['discovery'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
598;Enterprise;T1014;Rootkit;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
599;Enterprise;T1012;Query Registry;['discovery'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
600;Enterprise;T1011;Exfiltration Over Other Network Medium;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
601;Enterprise;T1010;Application Window Discovery;['discovery'];['macOS', 'Windows', 'Linux'];;;0,85;0,55;0,77;0,85;2,515145325
602;Enterprise;T1008;Fallback Channels;['command-and-control'];['Linux', 'Windows', 'macOS'];;;0,85;0,85;0,77;0,85;3,887042775
603;Enterprise;T1007;System Service Discovery;['discovery'];['Windows', 'macOS', 'Linux'];;;0,85;0,55;0,77;0,85;2,515145325
604;Enterprise;T1006;Direct Volume Access;['defense-evasion'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
605;Enterprise;T1005;Data from Local System;['collection'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
606;Enterprise;T1003;OS Credential Dumping;['credential-access'];['Windows', 'Linux', 'macOS'];;;0,27;0,55;0,77;0,85;0,798928515
607;Enterprise;T1001;Data Obfuscation;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
608;Mobile;T1628.002;User Evasion;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
609;Mobile;T1630.003;Disguise Root/Jailbreak Indicators;['defense-evasion'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
610;Mobile;T1481.003;One-Way Communication;['command-and-control'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
611;Mobile;T1481.002;Bidirectional Communication;['command-and-control'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
612;Mobile;T1481.001;Dead Drop Resolver;['command-and-control'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,77;0,85;1,83457659
613;Mobile;T1644;Out of Band Data;['command-and-control'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,44;0,62;0,764663856
614;Mobile;T1643;Generate Traffic from Victim;['impact'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
615;Mobile;T1642;Endpoint Denial of Service;['impact'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,44;0,85;1,04832948
616;Mobile;T1641.001;Transmitted Data Manipulation;['impact'];['Android'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,44;0,85;1,04832948
617;Mobile;T1641;Data Manipulation;['impact'];['Android'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,44;0,85;1,04832948
618;Mobile;T1640;Account Access Removal;['impact'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
619;Mobile;T1639.001;Exfiltration Over Unencrypted Non-C2 Protocol;['exfiltration'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
620;Mobile;T1639;Exfiltration Over Alternative Protocol;['exfiltration'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
621;Mobile;T1521.002;Asymmetric Cryptography;['command-and-control'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
622;Mobile;T1521.001;Symmetric Cryptography;['command-and-control'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
623;Mobile;T1638;Adversary-in-the-Middle;['collection'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,44;0,85;1,04832948
624;Mobile;T1637.001;Domain Generation Algorithms;['command-and-control'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
625;Mobile;T1637;Dynamic Resolution;['command-and-control'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
626;Mobile;T1430.002;Impersonate SS7 Nodes;['collection', 'discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,85;0,77;0,85;2,83525473
627;Mobile;T1417.002;GUI Input Capture;['credential-access', 'collection'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,77;0,85;1,83457659
628;Mobile;T1417.001;Keylogging;['collection', 'credential-access'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,77;0,62;1,338161748
629;Mobile;T1430.001;Remote Device Management Services;['collection', 'discovery'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
630;Mobile;T1437.001;Web Protocols;['command-and-control'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,77;0,85;1,83457659
631;Mobile;T1629.003;Disable or Modify Tools;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
632;Mobile;T1629.002;Device Lockout;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
633;Mobile;T1629.001;Prevent Application Removal;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
634;Mobile;T1629;Impair Defenses;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
635;Mobile;T1626.001;Device Administrator Permissions;['privilege-escalation'];['Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
636;Mobile;T1626;Abuse Elevation Control Mechanism;['privilege-escalation'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
637;Mobile;T1646;Exfiltration Over C2 Channel;['exfiltration'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,44;0,85;1,04832948
638;Mobile;T1635.001;URI Hijacking;['credential-access'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
639;Mobile;T1635;Steal Application Access Token;['credential-access'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
640;Mobile;T1634.001;Keychain;['credential-access'];['iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
641;Mobile;T1634;Credentials from Password Store;['credential-access'];['iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
642;Mobile;T1636.004;SMS Messages;['collection'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,85;0,77;0,62;2,068068156
643;Mobile;T1636.003;Contact List;['collection'];['iOS', 'Android'];['Apps'];;0,62;0,55;0,77;0,62;1,338161748
644;Mobile;T1636.002;Call Log;['collection'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,62;1,338161748
645;Mobile;T1636.001;Calendar Entries;['collection'];['Android', 'iOS'];['Apps'];;0,62;0,85;0,77;0,62;2,068068156
646;Mobile;T1636;Protected User Data;['collection'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,77;0,62;1,338161748
647;Mobile;T1418.001;Security Software Discovery;['discovery'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
648;Mobile;T1627.001;Geofencing;['defense-evasion'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,62;1,338161748
649;Mobile;T1627;Execution Guardrails;['defense-evasion'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,77;0,62;1,338161748
650;Mobile;T1628.001;Suppress Application Icon;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
651;Mobile;T1628;Hide Artifacts;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
652;Mobile;T1645;Compromise Client Software Binary;['persistence'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
653;Mobile;T1630.002;File Deletion;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
654;Mobile;T1630.001;Uninstall Malicious Application;['defense-evasion'];['Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
655;Mobile;T1630;Indicator Removal on Host;['defense-evasion'];['iOS', 'Android'];['Apps'];;0,62;0,55;0,44;0,62;0,764663856
656;Mobile;T1406.002;Software Packing;['defense-evasion'];['iOS', 'Android'];['Apps'];;0,62;0,55;0,77;0,85;1,83457659
657;Mobile;T1406.001;Steganography;['defense-evasion'];['Android'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
658;Mobile;T1631.001;Ptrace System Calls;['defense-evasion', 'privilege-escalation'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
659;Mobile;T1631;Process Injection;['defense-evasion', 'privilege-escalation'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
660;Mobile;T1632.001;Code Signing Policy Modification;['defense-evasion'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,77;0,62;1,338161748
661;Mobile;T1632;Subvert Trust Controls;['defense-evasion'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,62;1,338161748
662;Mobile;T1633.001;System Checks;['defense-evasion'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
663;Mobile;T1633;Virtualization/Sandbox Evasion;['defense-evasion'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
664;Mobile;T1625.001;System Runtime API Hijacking;['persistence'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
665;Mobile;T1625;Hijack Execution Flow;['persistence'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
666;Mobile;T1624.001;Broadcast Receivers;['persistence'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
667;Mobile;T1624;Event Triggered Execution;['persistence'];['Android'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
668;Mobile;T1623.001;Unix Shell;['execution'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
669;Mobile;T1623;Command and Scripting Interpreter;['execution'];['Android', 'iOS'];['Apps'];;0,62;0,55;0,44;0,85;1,04832948
670;Mobile;T1474.001;Compromise Software Dependencies and Development Tools;['initial-access'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
671;Mobile;T1474.002;Compromise Hardware Supply Chain;['initial-access'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,77;0,85;1,83457659
672;Mobile;T1474.003;Compromise Software Supply Chain;['initial-access'];['Android', 'iOS'];['Apps','Any'];['Cell','Radio'];0,62;0,55;0,44;0,85;1,04832948
673;Mobile;T1617;Hooking;['defense-evasion'];['Android'];['Apps'];['Cell'];0,62;0,55;0,44;0,85;1,04832948
674;Mobile;T1616;Call Control;['collection', 'impact', 'command-and-control'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,62;1,338161748
675;Mobile;T1604;Proxy Through Victim;['defense-evasion'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
676;Mobile;T1603;Scheduled Task/Job;['execution', 'persistence'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
677;Mobile;T1582;SMS Control;['impact'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,62;1,338161748
678;Mobile;T1577;Compromise Application Executable;['persistence'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
679;Mobile;T1575;Native API;['defense-evasion', 'execution'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
680;Mobile;T1544;Ingress Tool Transfer;['command-and-control'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
681;Mobile;T1541;Foreground Persistence;['defense-evasion', 'persistence'];['Android'];['Apps'];['Cam','Mic'];0,62;0,55;0,77;0,62;1,338161748
682;Mobile;T1533;Data from Local System;['collection'];['Android', 'iOS'];['Apps'];['Cell'];0,27;0,55;0,77;0,85;0,798928515
683;Mobile;T1532;Archive Collected Data;['collection'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
684;Mobile;T1521;Encrypted Channel;['command-and-control'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
685;Mobile;T1516;Input Injection;['defense-evasion', 'impact'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,62;1,338161748
686;Mobile;T1517;Access Notifications;['collection', 'credential-access'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
687;Mobile;T1512;Video Capture;['collection'];['Android', 'iOS'];['Apps'];['Cam'];0,62;0,55;0,77;0,85;1,83457659
688;Mobile;T1513;Screen Capture;['collection'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,62;1,338161748
689;Mobile;T1509;Non-Standard Port;['command-and-control'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
690;Mobile;T1481;Web Service;['command-and-control'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
691;Mobile;T1474;Supply Chain Compromise;['initial-access'];['Android', 'iOS'];['Any','Apps'];['Wi-Fi','Cell','GPS',Bluetooth','USB','RTK','Radio'];0,62;0,55;0,77;0,85;1,83457659
692;Mobile;T1424;Process Discovery;['discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
693;Mobile;T1421;System Network Connections Discovery;['discovery'];['Android'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
694;Mobile;T1437;Application Layer Protocol;['command-and-control'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
695;Mobile;T1422;System Network Configuration Discovery;['discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
696;Mobile;T1406;Obfuscated Files or Information;['defense-evasion'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
697;Mobile;T1398;Boot or Logon Initialization Scripts;['persistence'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
698;Mobile;T1404;Exploitation for Privilege Escalation;['privilege-escalation'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
699;Mobile;T1418;Software Discovery;['discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
700;Mobile;T1417;Input Capture;['collection', 'credential-access'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,62;1,338161748
701;Mobile;T1423;Network Service Scanning;['discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
702;Mobile;T1464;Network Denial of Service;['impact'];['Android', 'iOS'];['Any','Apps'];['Wi-Fi','Cell','GPS',Bluetooth','RTK','Radio'];0,62;0,55;0,77;0,85;1,83457659
703;Mobile;T1461;Lockscreen Bypass;['initial-access'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
704;Mobile;T1458;Replication Through Removable Media;['initial-access', 'lateral-movement'];['Android', 'iOS'];['Apps'];['Cell','USB'];0,62;0,55;0,77;0,62;1,338161748
705;Mobile;T1420;File and Directory Discovery;['discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
706;Mobile;T1414;Clipboard Data;['collection', 'credential-access'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
707;Mobile;T1426;System Information Discovery;['discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
708;Mobile;T1409;Stored Application Data;['collection'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
709;Mobile;T1407;Download New Code at Runtime;['defense-evasion'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
710;Mobile;T1428;Exploitation of Remote Services;['lateral-movement'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
711;Mobile;T1429;Audio Capture;['collection'];['Android', 'iOS'];['Apps'];['Cell','Mic'];0,62;0,55;0,77;0,85;1,83457659
712;Mobile;T1430;Location Tracking;['collection', 'discovery'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
713;Mobile;T1471;Data Encrypted for Impact;['impact'];['Android'];['Apps'];['Cell'];0,62;0,55;0,44;0,85;1,04832948
714;Mobile;T1456;Drive-By Compromise;['initial-access'];['Android', 'iOS'];['Apps'];['Cell'];0,62;0,55;0,77;0,85;1,83457659
715;ICS;T0893;Data from Local System;['collection'];['Field Controller/RTU/PLC/IED', 'Safety Instrumented System/Protection Relay', 'Control Server', 'Input/Output Server', 'Human-Machine Interface', 'Engineering Workstation'];;;0,85;0,55;0,77;0,85;2,515145325
716;ICS;T0892;Change Credential;['inhibit-response-function'];['Field Controller/RTU/PLC/IED'];;;0,85;0,85;0,44;0,85;2,2211673
717;ICS;T0891;Hardcoded Credentials;['lateral-movement', 'persistence'];['Field Controller/RTU/PLC/IED', 'Safety Instrumented System/Protection Relay', 'Control Server', 'Data Historian', 'Human-Machine Interface', 'Engineering Workstation'];;;0,85;0,85;0,77;0,85;3,887042775
718;ICS;T0864;Transient Cyber Asset;['initial-access'];['Engineering Workstation'];;;0,85;0,85;0,77;0,85;3,887042775
719;ICS;T0888;Remote System Information Discovery;['discovery'];['Field Controller/RTU/PLC/IED', 'Safety Instrumented System/Protection Relay'];;;0,85;0,55;0,77;0,85;2,515145325
720;ICS;T0834;Native API;['execution'];['Control Server', 'Data Historian', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface', 'Input/Output Server', 'Safety Instrumented System/Protection Relay'];;;0,85;0,55;0,44;0,85;1,4372259
721;ICS;T0890;Exploitation for Privilege Escalation;['privilege-escalation'];['Human-Machine Interface', 'Safety Instrumented System/Protection Relay'];;;0,85;0,55;0,44;0,85;1,4372259
722;ICS;T0821;Modify Controller Tasking;['execution'];['Field Controller/RTU/PLC/IED'];;;0,85;0,55;0,44;0,85;1,4372259
723;ICS;T0889;Modify Program;['persistence'];['Field Controller/RTU/PLC/IED'];;;0,85;0,85;0,44;0,85;2,2211673
724;ICS;T0886;Remote Services;['initial-access', 'lateral-movement'];['Engineering Workstation', 'Human-Machine Interface', 'Control Server'];;;0,85;0,55;0,44;0,85;1,4372259
725;ICS;T0837;Loss of Protection;['impact'];['Safety Instrumented System/Protection Relay','Actuator'];;;0,85;0,85;0,44;0,85;2,2211673
726;ICS;T0803;Block Command Message;['inhibit-response-function'];['Field Controller/RTU/PLC/IED', 'Device Configuration/Parameters'];;;0,85;0,55;0,44;0,85;1,4372259
727;ICS;T0829;Loss of View;['impact'];['Human-Machine Interface', 'Engineering Workstation','Sensor','Control Server'];;;0,85;0,85;0,44;0,85;2,2211673
728;ICS;T0860;Wireless Compromise;['initial-access'];['Control Server', 'Field Controller/RTU/PLC/IED', 'Input/Output Server'];;;0,85;0,85;0,77;0,85;3,887042775
729;ICS;T0801;Monitor Process State;['collection'];['Human-Machine Interface', 'Control Server', 'Data Historian', 'Field Controller/RTU/PLC/IED', 'Safety Instrumented System/Protection Relay'];;;0,85;0,85;0,77;0,85;3,887042775
730;ICS;T0811;Data from Information Repositories;['collection'];['Data Historian'];;;0,85;0,85;0,77;0,85;3,887042775
731;ICS;T0802;Automated Collection;['collection'];['Field Controller/RTU/PLC/IED', 'Safety Instrumented System/Protection Relay', 'Control Server'];;;0,85;0,55;0,77;0,85;2,515145325
732;ICS;T0871;Execution through API;['execution'];['Field Controller/RTU/PLC/IED'];;;0,85;0,55;0,44;0,85;1,4372259
733;ICS;T0865;Spearphishing Attachment;['initial-access'];['Engineering Workstation', 'Human-Machine Interface', 'Control Server', 'Data Historian'];;;0,85;0,55;0,77;0,62;1,83457659
734;ICS;T0866;Exploitation of Remote Services;['initial-access', 'lateral-movement'];['Human-Machine Interface', 'Data Historian', 'Engineering Workstation'];;;0,85;0,85;0,77;0,85;3,887042775
735;ICS;T0830;Adversary-in-the-Middle;['collection'];['Control Server', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface'];;;0,85;0,55;0,44;0,85;1,4372259
736;ICS;T0826;Loss of Availability;['impact'];['Control Server', 'Data Historian', 'Engineering Workstation', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface', 'Input/Output Server', 'Safety Instrumented System/Protection Relay','Sensor','Actuator'];;;0,85;0,85;0,77;0,85;3,887042775
737;ICS;T0847;Replication Through Removable Media;['initial-access'];['Human-Machine Interface', 'Data Historian', 'Control Server'];;;0,85;0,2;0,77;0,85;0,9145983
738;ICS;T0846;Remote System Discovery;['discovery'];['Control Server', 'Data Historian', 'Safety Instrumented System/Protection Relay', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface'];;;0,85;0,55;0,77;0,85;2,515145325
739;ICS;T0873;Project File Infection;['persistence'];['Engineering Workstation', 'Human-Machine Interface'];;;0,85;0,55;0,77;0,85;2,515145325
740;ICS;T0887;Wireless Sniffing;['discovery', 'collection'];['None'];;;0,85;0,85;0,77;0,85;3,887042775
741;ICS;T0805;Block Serial COM;['inhibit-response-function'];['Field Controller/RTU/PLC/IED', 'Input/Output Server', 'Device Configuration/Parameters'];;;0,85;0,55;0,44;0,85;1,4372259
742;ICS;T0863;User Execution;['execution'];['Engineering Workstation', 'Human-Machine Interface'];;;0,85;0,55;0,77;0,62;1,83457659
743;ICS;T0819;Exploit Public-Facing Application;['initial-access'];['Human-Machine Interface'];;;0,85;0,85;0,77;0,85;3,887042775
744;ICS;T0851;Rootkit;['evasion', 'inhibit-response-function'];['Field Controller/RTU/PLC/IED'];;;0,85;0,55;0,44;0,85;1,4372259
745;ICS;T0832;Manipulation of View;['impact'];['Engineering Workstation', 'Human-Machine Interface', 'Field Controller/RTU/PLC/IED','Sensor','Control Server'];;;0,85;0,62;0,77;0,85;2,83525473
746;ICS;T0815;Denial of View;['impact'];['Sensor','Control Server'];;;0,85;0,62;0,77;0,85;2,83525473
747;ICS;T0828;Loss of Productivity and Revenue;['impact'];['Control Server','Engineering Workstation','Actuator'];;;0,85;0,85;0,44;0,85;2,2211673
748;ICS;T0856;Spoof Reporting Message;['evasion', 'impair-process-control'];['Control Server','Actuator'];;;0,85;0,55;0,77;0,85;2,515145325
749;ICS;T0874;Hooking;['execution', 'privilege-escalation'];['Engineering Workstation'];;;0,85;0,55;0,77;0,85;2,515145325
750;ICS;T0843;Program Download;['lateral-movement'];['Field Controller/RTU/PLC/IED', 'Safety Instrumented System/Protection Relay'];;;0,85;0,85;0,44;0,85;2,2211673
751;ICS;T0885;Commonly Used Port;['command-and-control'];['Safety Instrumented System/Protection Relay', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface', 'Control Server', 'Engineering Workstation'];;;0,85;0,85;0,77;0,85;3,887042775
752;ICS;T0883;Internet Accessible Device;['initial-access'];['Control Server', 'Data Historian', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface', 'Input/Output Server', 'Safety Instrumented System/Protection Relay'];;;0,85;0,85;0,77;0,85;3,887042775
753;ICS;T0881;Service Stop;['inhibit-response-function'];['Human-Machine Interface', 'Control Server', 'Data Historian', 'Engineering Workstation'];;;0,85;0,55;0,77;0,85;2,515145325
754;ICS;T0800;Activate Firmware Update Mode;['inhibit-response-function'];['Field Controller/RTU/PLC/IED', 'Safety Instrumented System/Protection Relay'];;;0,85;0,85;0,77;0,85;3,887042775
755;ICS;T0807;Command-Line Interface;['execution'];['Control Server', 'Data Historian', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface', 'Input/Output Server'];;;0,85;0,55;0,77;0,85;2,515145325
756;ICS;T0858;Change Operating Mode;['execution', 'evasion'];['Safety Instrumented System/Protection Relay', 'Field Controller/RTU/PLC/IED','Sensor'];;;0,85;0,85;0,44;0,85;2,2211673
757;ICS;T0853;Scripting;['execution'];['Engineering Workstation'];;;0,85;0,55;0,77;0,85;2,515145325
758;ICS;T0804;Block Reporting Message;['inhibit-response-function'];['Field Controller/RTU/PLC/IED', 'Input/Output Server', 'Device Configuration/Parameters'];;;0,85;0,55;0,44;0,85;1,4372259
759;ICS;T0862;Supply Chain Compromise;['initial-access'];['Control Server', 'Data Historian', 'Engineering Workstation', 'Field Controller/RTU/PLC/IED', 'Human-Machine Interface', 'Input/Output Server', 'Safety Instrumented System/Protection Relay','Sensor'];;;0,85;0,55;0,44;0,85;1,4372259
